Customer ID,First Name,Last Name,Age,Gender,Address,City,Contact Number,Email,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,TransactionID,Transaction Date,Transaction Type,Transaction Amount,Account Balance After Transaction,Branch ID,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Approval/Rejection Date,Loan Status,CardID,Card Type,Credit Limit,Credit Card Balance,Minimum Payment Due,Payment Due Date,Last Credit Card Payment Date,Rewards Points,Feedback ID,Feedback Date,Feedback Type,Resolution Status,Resolution Date,Anomaly
2976,Donald,Green,32,Other,Address_2976,Colorado Springs,19458797829,donald.green@kag.com,Current,9542.85,1/7/2017,4/30/2023,2976,6/27/2023,Transfer,3756.12,5786.73,15,2976,7519.47,Auto,1.93,24,8/31/2021,Rejected,2976,AMEX,4462.84,3383.1,169.16,1/18/2023,4/13/2023,816,2976,2/12/2023,Praise,Resolved,8/10/2023,-1
2977,Jennifer,Rivera,33,Male,Address_2977,San Diego,19458797830,jennifer.rivera@kag.com,Savings,5976.05,3/3/2006,12/19/2023,2977,8/1/2023,Transfer,4081.86,1894.19,65,2977,46869.85,Personal,7.14,36,9/6/2021,Approved,2977,Visa,1358.2,4537.74,226.89,5/2/2023,1/21/2023,983,2977,11/21/2023,Suggestion,Resolved,6/10/2023,1
2978,Christopher,Roberts,43,Male,Address_2978,Las Vegas,19458797831,christopher.roberts@kag.com,Savings,8438.52,3/28/2010,3/25/2023,2978,2/2/2023,Transfer,968.45,7470.07,10,2978,38997.34,Mortgage,4.33,36,6/14/2021,Closed,2978,AMEX,3964.1,1206.67,60.33,3/29/2023,12/14/2023,1027,2978,11/19/2023,Suggestion,Resolved,11/22/2023,1
2979,Paul,Anderson,25,Other,Address_2979,Oklahoma City,19458797832,paul.anderson@kag.com,Current,8552.04,12/17/2016,8/1/2023,2979,1/9/2023,Transfer,4088.88,4463.16,41,2979,16952.33,Auto,4.43,12,6/4/2022,Closed,2979,MasterCard,1437.98,2475.27,123.76,7/9/2023,10/18/2023,9672,2979,7/2/2023,Suggestion,Pending,6/14/2023,1
2980,Patricia,Adams,33,Female,Address_2980,Columbus,19458797833,patricia.adams@kag.com,Current,7166.25,11/14/2016,11/25/2023,2980,12/17/2023,Deposit,1661.38,5504.87,88,2980,13659.43,Auto,9.37,60,10/31/2022,Approved,2980,Visa,9833.69,4844.96,242.25,11/19/2023,6/16/2023,8693,2980,9/9/2023,Complaint,Resolved,11/20/2023,-1
2981,Timothy,Miller,38,Female,Address_2981,Phoenix,19458797834,timothy.miller@kag.com,Savings,2000.82,7/26/2021,3/6/2023,2981,9/21/2023,Transfer,1009.47,991.35,79,2981,43840.48,Personal,4.67,36,4/15/2022,Approved,2981,Visa,6985.55,1246.77,62.34,3/15/2023,6/17/2023,2577,2981,7/14/2023,Complaint,Pending,6/14/2023,1
2982,Patricia,Flores,56,Other,Address_2982,Omaha,19458797835,patricia.flores@kag.com,Current,1633.89,4/2/2018,1/27/2023,2982,7/22/2023,Transfer,981.97,651.92,48,2982,21919.47,Auto,9.58,36,1/15/2021,Closed,2982,Visa,5611.08,3627.34,181.37,7/18/2023,6/24/2023,3678,2982,5/1/2023,Suggestion,Resolved,4/23/2023,1
2983,Sarah,Ramirez,28,Other,Address_2983,Fresno,19458797836,sarah.ramirez@kag.com,Savings,9202.89,5/30/2022,7/26/2023,2983,9/20/2023,Withdrawal,2322.52,6880.37,21,2983,43273.17,Auto,1.96,12,4/14/2022,Closed,2983,AMEX,2013.06,1570.28,78.51,10/7/2023,10/6/2023,5788,2983,10/17/2023,Praise,Pending,4/7/2023,1
2984,Elizabeth,Young,41,Male,Address_2984,Indianapolis,19458797837,elizabeth.young@kag.com,Savings,2724.11,5/27/2007,3/29/2023,2984,5/29/2023,Transfer,3837.98,-1113.87,86,2984,37380.36,Auto,4.09,60,7/21/2020,Approved,2984,Visa,3397.35,2282.33,114.12,5/31/2023,12/22/2023,9302,2984,10/26/2023,Praise,Resolved,12/24/2023,1
2985,Nancy,Wright,53,Male,Address_2985,San Antonio,19458797838,nancy.wright@kag.com,Current,2538.68,9/10/2021,8/24/2023,2985,4/2/2023,Withdrawal,2857.87,5396.55,24,2985,5513.78,Personal,7.24,36,6/23/2022,Rejected,2985,Visa,7936.78,2689.76,134.49,6/1/2023,6/13/2023,8897,2985,2/11/2023,Complaint,Pending,9/12/2023,1
2986,Andrew,Anderson,35,Female,Address_2986,Indianapolis,19458797839,andrew.anderson@kag.com,Current,1744.67,3/25/2000,2/19/2023,2986,2/22/2023,Withdrawal,2328.59,4073.26,74,2986,40866.59,Auto,2.13,36,10/21/2020,Closed,2986,Visa,9117.38,3997.66,199.88,1/31/2023,11/27/2023,2130,2986,4/24/2023,Complaint,Resolved,6/11/2023,1
2987,Sandra,Mitchell,40,Female,Address_2987,San Antonio,19458797840,sandra.mitchell@kag.com,Savings,5321.8,6/29/2015,7/2/2023,2987,1/15/2023,Withdrawal,99.9,5421.7,23,2987,27454.17,Mortgage,4.48,24,2/21/2022,Rejected,2987,Visa,8384.18,3098.98,154.95,2/25/2023,9/14/2023,5755,2987,2/11/2023,Complaint,Resolved,3/15/2023,1
2988,Paul,Scott,30,Other,Address_2988,Portland,19458797841,paul.scott@kag.com,Current,6802.28,10/14/2021,12/31/2023,2988,2/21/2023,Deposit,2822.17,3980.11,80,2988,34202.41,Auto,8.67,48,9/8/2021,Closed,2988,Visa,7017.78,5.05,0.25,5/26/2023,9/26/2023,6548,2988,12/28/2023,Praise,Pending,11/15/2023,1
2989,Donna,Lee,66,Male,Address_2989,Columbus,19458797842,donna.lee@kag.com,Current,6794.0,4/28/2013,8/21/2023,2989,7/19/2023,Transfer,3376.78,10170.78,69,2989,11731.22,Personal,7.86,48,5/27/2021,Closed,2989,AMEX,5885.29,1682.64,84.13,11/25/2023,4/10/2023,5214,2989,8/23/2023,Praise,Resolved,3/19/2023,1
2990,Charles,Garcia,61,Other,Address_2990,Columbus,19458797843,charles.garcia@kag.com,Savings,2684.42,7/11/2008,7/5/2023,2990,2/6/2023,Transfer,499.38,2185.04,33,2990,1013.26,Mortgage,3.54,24,1/31/2022,Rejected,2990,MasterCard,5182.0,1729.32,86.47,2/5/2023,1/23/2023,686,2990,12/31/2023,Suggestion,Resolved,11/30/2023,1
2991,Michelle,Smith,67,Female,Address_2991,Tucson,19458797844,michelle.smith@kag.com,Savings,1038.38,7/26/2021,3/30/2023,2991,12/13/2023,Withdrawal,4781.32,-3742.94,36,2991,17350.72,Personal,4.21,48,11/12/2022,Approved,2991,MasterCard,2416.29,2451.28,122.56,5/30/2023,3/17/2023,9673,2991,1/22/2023,Praise,Resolved,9/9/2023,1
2992,Joshua,Brown,59,Female,Address_2992,Tucson,19458797845,joshua.brown@kag.com,Savings,3171.07,1/20/2010,3/27/2023,2992,3/20/2023,Transfer,466.79,3637.86,25,2992,10340.74,Auto,5.55,12,6/4/2021,Approved,2992,MasterCard,2064.3,4535.08,226.75,3/20/2023,8/31/2023,2392,2992,11/7/2023,Complaint,Pending,7/18/2023,1
2993,Charles,Hernandez,56,Other,Address_2993,Oklahoma City,19458797846,charles.hernandez@kag.com,Current,5084.0,3/21/2016,4/14/2023,2993,11/13/2023,Withdrawal,3456.48,1627.52,58,2993,22325.61,Auto,7.58,60,7/19/2021,Closed,2993,Visa,8267.49,4565.53,228.28,3/28/2023,1/6/2023,2448,2993,1/23/2023,Suggestion,Pending,7/27/2023,1
2994,Elizabeth,Baker,61,Male,Address_2994,Mesa,19458797847,elizabeth.baker@kag.com,Savings,6163.16,10/5/2003,4/20/2023,2994,5/30/2023,Transfer,2627.53,3535.63,90,2994,5453.99,Personal,2.37,36,1/21/2021,Rejected,2994,AMEX,8105.66,2299.22,114.96,8/13/2023,5/22/2023,5306,2994,7/17/2023,Praise,Resolved,5/1/2023,1
2995,Donna,Sanchez,61,Male,Address_2995,San Antonio,19458797848,donna.sanchez@kag.com,Savings,2778.94,9/20/2013,4/30/2023,2995,2/5/2023,Withdrawal,4422.1,-1643.16,66,2995,44857.27,Auto,5.75,48,10/20/2022,Rejected,2995,MasterCard,1160.61,3628.28,181.41,7/26/2023,3/27/2023,7690,2995,7/4/2023,Complaint,Pending,7/16/2023,1
2996,Melissa,Torres,62,Other,Address_2996,Albuquerque,19458797849,melissa.torres@kag.com,Savings,1913.27,4/18/2016,3/29/2023,2996,4/4/2023,Withdrawal,2076.33,-163.06,98,2996,6817.47,Mortgage,1.66,36,9/13/2020,Rejected,2996,AMEX,5681.2,1768.64,88.43,11/8/2023,3/1/2023,1284,2996,9/20/2023,Praise,Resolved,1/28/2023,1
2997,Patricia,Thompson,18,Female,Address_2997,Chicago,19458797850,patricia.thompson@kag.com,Current,8431.6,1/26/2020,2/25/2023,2997,12/19/2023,Withdrawal,2547.63,5883.97,31,2997,38445.06,Personal,4.58,24,8/12/2020,Closed,2997,Visa,2364.0,1437.49,71.87,8/23/2023,2/23/2023,8111,2997,5/12/2023,Suggestion,Pending,10/23/2023,1
2998,Brian,Lewis,24,Other,Address_2998,Colorado Springs,19458797851,brian.lewis@kag.com,Current,8593.47,4/6/2007,6/4/2023,2998,7/10/2023,Deposit,2769.09,11362.56,44,2998,47026.9,Auto,2.72,24,8/9/2021,Closed,2998,Visa,7902.04,2313.16,115.66,8/13/2023,2/6/2023,2264,2998,11/9/2023,Praise,Pending,7/5/2023,1
2999,Sarah,Lee,65,Other,Address_2999,Memphis,19458797852,sarah.lee@kag.com,Savings,2871.57,9/21/2005,3/31/2023,2999,6/15/2023,Withdrawal,4375.49,7247.06,63,2999,8263.19,Mortgage,3.78,48,7/26/2020,Rejected,2999,AMEX,2652.98,4231.66,211.58,2/27/2023,3/11/2023,5787,2999,9/15/2023,Praise,Resolved,5/15/2023,1
3000,Thomas,Mitchell,65,Male,Address_3000,Las Vegas,19458797853,thomas.mitchell@kag.com,Current,5645.12,10/23/2000,10/21/2023,3000,2/9/2023,Deposit,4000.24,9645.36,45,3000,17977.36,Auto,3.98,24,11/5/2022,Rejected,3000,Visa,5613.42,2605.47,130.27,7/25/2023,6/29/2023,8312,3000,8/16/2023,Complaint,Pending,2/17/2023,1
3001,John,Hall,38,Female,Address_3001,Washington,19458797854,john.hall@kag.com,Current,4454.28,2/4/2003,12/27/2023,3001,3/5/2023,Deposit,1407.75,5862.03,83,3001,36822.06,Auto,7.93,48,5/22/2022,Rejected,3001,MasterCard,7058.32,2361.88,118.09,5/23/2023,6/17/2023,4184,3001,2/1/2023,Complaint,Resolved,6/29/2023,1
3002,Patricia,Hall,33,Female,Address_3002,Philadelphia,19458797855,patricia.hall@kag.com,Savings,1505.48,3/3/2008,7/15/2023,3002,7/3/2023,Withdrawal,4776.73,6282.21,82,3002,36008.64,Personal,3.39,12,12/21/2021,Rejected,3002,AMEX,4513.87,788.39,39.42,2/18/2023,10/22/2023,1531,3002,2/14/2023,Praise,Resolved,11/11/2023,1
3003,Mark,Carter,65,Male,Address_3003,Las Vegas,19458797856,mark.carter@kag.com,Current,9411.8,10/19/2020,1/23/2023,3003,9/27/2023,Deposit,3767.82,13179.62,50,3003,2832.36,Mortgage,6.97,48,6/24/2020,Closed,3003,MasterCard,7041.23,3713.65,185.68,3/7/2023,2/3/2023,2481,3003,6/12/2023,Suggestion,Resolved,9/27/2023,1
3004,Susan,Clark,31,Female,Address_3004,Omaha,19458797857,susan.clark@kag.com,Current,196.85,11/27/2010,3/24/2023,3004,5/10/2023,Transfer,70.1,266.95,67,3004,4464.01,Mortgage,5.8,24,3/7/2021,Approved,3004,MasterCard,9226.74,1811.03,90.55,12/4/2023,3/26/2023,4640,3004,1/5/2023,Praise,Pending,12/3/2023,1
3005,Michael,Hill,60,Female,Address_3005,El Paso,19458797858,michael.hill@kag.com,Savings,1957.01,11/7/2017,7/3/2023,3005,8/27/2023,Deposit,926.89,2883.9,71,3005,6886.84,Mortgage,8.24,12,9/24/2020,Approved,3005,Visa,7477.86,3776.64,188.83,5/30/2023,10/12/2023,5147,3005,8/8/2023,Suggestion,Pending,7/6/2023,1
3006,Nancy,Flores,68,Male,Address_3006,Kansas City,19458797859,nancy.flores@kag.com,Current,3521.09,2/13/2012,7/26/2023,3006,10/2/2023,Deposit,4280.47,7801.56,87,3006,28833.07,Auto,3.89,12,2/22/2021,Approved,3006,MasterCard,3904.16,4852.51,242.63,7/18/2023,6/11/2023,250,3006,11/27/2023,Praise,Pending,6/23/2023,1
3007,Paul,Gonzalez,60,Female,Address_3007,Jacksonville,19458797860,paul.gonzalez@kag.com,Current,8578.97,11/10/2011,8/11/2023,3007,3/19/2023,Deposit,3232.86,5346.11,1,3007,3697.11,Auto,9.95,48,10/18/2021,Approved,3007,MasterCard,4169.1,454.27,22.71,5/9/2023,8/6/2023,7068,3007,10/19/2023,Praise,Pending,6/28/2023,1
3008,Jessica,Thompson,19,Female,Address_3008,Indianapolis,19458797861,jessica.thompson@kag.com,Current,7907.67,5/28/2021,3/29/2023,3008,11/23/2023,Deposit,1298.06,6609.61,71,3008,29832.09,Personal,3.66,36,2/5/2022,Approved,3008,Visa,4011.22,4311.03,215.55,5/10/2023,2/10/2023,6440,3008,12/25/2023,Complaint,Pending,12/27/2023,1
3009,Patricia,Thomas,48,Other,Address_3009,Austin,19458797862,patricia.thomas@kag.com,Current,5840.85,3/4/2013,2/22/2023,3009,5/5/2023,Withdrawal,865.4,6706.25,86,3009,17780.64,Personal,6.22,36,5/26/2021,Approved,3009,AMEX,5321.72,835.04,41.75,3/28/2023,1/27/2023,4996,3009,3/7/2023,Suggestion,Pending,1/2/2023,1
3010,Nancy,Robinson,56,Female,Address_3010,Albuquerque,19458797863,nancy.robinson@kag.com,Current,6980.71,3/4/2014,7/21/2023,3010,1/9/2023,Transfer,742.29,6238.42,67,3010,33801.11,Auto,6.69,24,10/3/2022,Rejected,3010,Visa,1812.47,4344.54,217.23,8/9/2023,8/18/2023,9958,3010,3/27/2023,Complaint,Pending,6/12/2023,-1
3011,Kimberly,Brown,26,Other,Address_3011,Philadelphia,19458797864,kimberly.brown@kag.com,Savings,3475.02,10/20/2006,7/19/2023,3011,10/16/2023,Transfer,1597.35,1877.67,83,3011,39320.07,Auto,5.84,48,6/5/2020,Rejected,3011,MasterCard,1183.01,3636.31,181.82,8/28/2023,7/24/2023,2236,3011,12/16/2023,Complaint,Resolved,12/15/2023,1
3012,Ashley,Flores,58,Other,Address_3012,Las Vegas,19458797865,ashley.flores@kag.com,Savings,9411.36,10/22/2016,7/14/2023,3012,5/7/2023,Deposit,4493.66,4917.7,94,3012,39778.57,Mortgage,8.73,36,7/13/2020,Approved,3012,Visa,3790.3,2109.49,105.47,8/14/2023,3/2/2023,5289,3012,7/5/2023,Complaint,Resolved,12/13/2023,1
3013,Karen,Thomas,31,Other,Address_3013,Tucson,19458797866,karen.thomas@kag.com,Current,365.19,2/22/2017,1/4/2023,3013,8/4/2023,Transfer,1766.71,2131.9,9,3013,2844.11,Auto,2.02,48,1/8/2022,Approved,3013,AMEX,8354.09,2280.48,114.02,4/19/2023,3/29/2023,2700,3013,1/5/2023,Suggestion,Resolved,2/7/2023,1
3014,Christopher,Walker,27,Male,Address_3014,Fort Worth,19458797867,christopher.walker@kag.com,Savings,1099.19,7/24/2001,12/27/2023,3014,4/26/2023,Withdrawal,3306.9,4406.09,99,3014,47412.57,Mortgage,6.38,36,7/4/2020,Closed,3014,MasterCard,8816.5,1455.03,72.75,1/28/2023,1/18/2023,3706,3014,4/3/2023,Suggestion,Resolved,6/3/2023,1
3015,Donald,Adams,65,Male,Address_3015,Portland,19458797868,donald.adams@kag.com,Savings,9262.98,8/7/2003,1/21/2023,3015,11/13/2023,Deposit,566.71,8696.27,35,3015,29745.67,Personal,5.56,12,10/12/2022,Closed,3015,Visa,7732.55,3495.8,174.79,1/19/2023,3/17/2023,8093,3015,11/22/2023,Suggestion,Resolved,7/18/2023,1
3016,Christopher,Harris,41,Female,Address_3016,Kansas City,19458797869,christopher.harris@kag.com,Savings,9456.01,10/28/2021,11/6/2023,3016,4/16/2023,Deposit,2661.68,6794.33,13,3016,44889.26,Auto,4.75,48,10/11/2022,Closed,3016,Visa,2659.76,4484.4,224.22,9/7/2023,3/6/2023,3809,3016,4/28/2023,Suggestion,Resolved,10/3/2023,1
3017,Ronald,Baker,67,Other,Address_3017,Seattle,19458797870,ronald.baker@kag.com,Savings,4956.65,12/5/2014,9/1/2023,3017,8/1/2023,Deposit,1720.94,3235.71,26,3017,31142.11,Auto,4.12,36,5/16/2022,Approved,3017,Visa,5443.54,2914.17,145.71,10/30/2023,4/12/2023,9541,3017,11/13/2023,Suggestion,Resolved,4/11/2023,1
3018,Melissa,Lopez,50,Female,Address_3018,Colorado Springs,19458797871,melissa.lopez@kag.com,Current,5806.96,7/31/2012,5/6/2023,3018,2/13/2023,Transfer,811.0,4995.96,45,3018,24721.73,Mortgage,2.38,60,8/29/2021,Closed,3018,Visa,5567.68,1469.32,73.47,2/15/2023,3/19/2023,6308,3018,4/18/2023,Suggestion,Resolved,8/23/2023,1
3019,Christopher,Sanchez,51,Female,Address_3019,San Jose,19458797872,christopher.sanchez@kag.com,Current,9035.12,7/13/2012,12/31/2023,3019,3/6/2023,Deposit,3990.92,13026.04,51,3019,36756.7,Personal,6.85,24,11/28/2020,Closed,3019,Visa,2725.08,3585.93,179.3,4/29/2023,7/1/2023,4959,3019,9/14/2023,Praise,Pending,6/11/2023,1
3020,Lisa,Torres,37,Female,Address_3020,Omaha,19458797873,lisa.torres@kag.com,Current,8549.0,4/20/2015,7/20/2023,3020,3/26/2023,Deposit,4079.54,4469.46,92,3020,11751.64,Auto,2.06,24,8/11/2020,Approved,3020,AMEX,4299.33,1268.91,63.45,1/4/2023,7/20/2023,6060,3020,11/7/2023,Suggestion,Pending,4/24/2023,1
3021,Nancy,Mitchell,45,Female,Address_3021,Baltimore,19458797874,nancy.mitchell@kag.com,Savings,8633.32,11/21/2000,2/21/2023,3021,2/26/2023,Transfer,1538.29,10171.61,25,3021,6058.08,Mortgage,8.46,48,12/22/2022,Approved,3021,Visa,3650.0,1328.81,66.44,9/28/2023,8/23/2023,7868,3021,10/25/2023,Praise,Pending,6/22/2023,1
3022,Brian,Allen,21,Female,Address_3022,San Jose,19458797875,brian.allen@kag.com,Current,3780.68,10/18/2019,8/31/2023,3022,8/20/2023,Withdrawal,3272.29,508.39,56,3022,5434.41,Auto,5.03,60,8/23/2020,Approved,3022,Visa,3277.49,3189.42,159.47,11/4/2023,9/29/2023,6673,3022,11/20/2023,Praise,Pending,5/1/2023,1
3023,Barbara,Ramirez,51,Other,Address_3023,Fresno,19458797876,barbara.ramirez@kag.com,Savings,8322.42,2/12/2020,7/30/2023,3023,10/7/2023,Transfer,1976.42,10298.84,39,3023,42607.67,Personal,6.45,12,6/24/2022,Rejected,3023,Visa,4655.91,474.26,23.71,8/9/2023,11/11/2023,5166,3023,10/4/2023,Praise,Resolved,6/29/2023,1
3024,Ashley,Rodriguez,21,Other,Address_3024,Mesa,19458797877,ashley.rodriguez@kag.com,Current,786.17,4/13/2016,5/25/2023,3024,4/12/2023,Withdrawal,231.94,1018.11,3,3024,45709.79,Mortgage,1.7,24,6/14/2022,Approved,3024,AMEX,3863.54,1979.78,98.99,11/19/2023,6/15/2023,2529,3024,7/20/2023,Praise,Pending,1/17/2023,1
3025,Donna,Lopez,23,Other,Address_3025,Baltimore,19458797878,donna.lopez@kag.com,Current,4920.95,11/9/2008,2/13/2023,3025,6/21/2023,Withdrawal,2144.61,7065.56,75,3025,40906.29,Mortgage,1.84,48,12/31/2020,Closed,3025,MasterCard,9356.46,1841.65,92.08,3/9/2023,11/28/2023,210,3025,4/12/2023,Suggestion,Resolved,1/16/2023,1
3026,Donald,Jones,39,Other,Address_3026,Boston,19458797879,donald.jones@kag.com,Savings,2450.33,2/25/2011,4/17/2023,3026,4/15/2023,Withdrawal,2883.55,5333.88,94,3026,45317.25,Mortgage,3.12,24,12/1/2020,Approved,3026,AMEX,6668.52,264.57,13.23,3/10/2023,5/14/2023,4271,3026,4/8/2023,Praise,Resolved,8/28/2023,-1
3027,Margaret,Ramirez,21,Male,Address_3027,Los Angeles,19458797880,margaret.ramirez@kag.com,Current,454.4,12/25/2022,6/1/2023,3027,1/6/2023,Deposit,1502.19,1956.59,53,3027,49254.01,Personal,8.02,48,8/30/2020,Rejected,3027,MasterCard,6230.05,4590.13,229.51,8/17/2023,5/19/2023,5947,3027,11/16/2023,Suggestion,Resolved,10/30/2023,1
3028,Christopher,Wright,67,Other,Address_3028,Mesa,19458797881,christopher.wright@kag.com,Savings,6210.39,2/6/2013,4/23/2023,3028,2/3/2023,Withdrawal,4744.99,1465.4,33,3028,26776.89,Mortgage,5.37,60,3/12/2021,Rejected,3028,MasterCard,4760.44,4688.48,234.42,7/24/2023,3/26/2023,1033,3028,11/5/2023,Complaint,Pending,1/2/2023,1
3029,Deborah,Jones,22,Other,Address_3029,Seattle,19458797882,deborah.jones@kag.com,Current,854.18,5/11/2013,8/11/2023,3029,1/27/2023,Deposit,2794.64,-1940.46,62,3029,8540.15,Personal,3.8,36,7/14/2021,Closed,3029,AMEX,5093.02,1986.54,99.33,3/17/2023,1/19/2023,7745,3029,1/12/2023,Suggestion,Resolved,5/1/2023,1
3030,Brian,King,28,Other,Address_3030,Phoenix,19458797883,brian.king@kag.com,Savings,1289.58,5/6/2004,6/4/2023,3030,1/18/2023,Transfer,1863.63,-574.05,98,3030,30788.4,Auto,8.65,36,3/20/2020,Rejected,3030,Visa,5055.79,1847.17,92.36,7/2/2023,6/12/2023,4600,3030,10/27/2023,Suggestion,Pending,1/24/2023,1
3031,Margaret,Rivera,62,Male,Address_3031,Denver,19458797884,margaret.rivera@kag.com,Savings,909.28,3/28/2001,6/23/2023,3031,1/5/2023,Withdrawal,3677.75,-2768.47,67,3031,18340.77,Auto,2.73,36,2/26/2020,Closed,3031,AMEX,1157.68,608.03,30.4,11/15/2023,1/6/2023,6068,3031,5/23/2023,Praise,Pending,12/13/2023,1
3032,Ashley,King,52,Female,Address_3032,Seattle,19458797885,ashley.king@kag.com,Savings,9752.97,6/1/2008,12/13/2023,3032,4/28/2023,Deposit,1711.19,8041.78,69,3032,17975.98,Mortgage,3.34,36,9/16/2022,Rejected,3032,Visa,9621.65,2812.67,140.63,4/6/2023,3/27/2023,1984,3032,4/1/2023,Praise,Pending,8/5/2023,1
3033,Ronald,Gonzalez,36,Male,Address_3033,Albuquerque,19458797886,ronald.gonzalez@kag.com,Current,488.46,1/17/2003,12/13/2023,3033,4/6/2023,Deposit,133.28,355.18,95,3033,36662.6,Auto,7.99,12,8/23/2021,Rejected,3033,MasterCard,7444.61,1738.22,86.91,2/1/2023,11/16/2023,8512,3033,9/18/2023,Suggestion,Pending,3/9/2023,-1
3034,Steven,Hill,69,Other,Address_3034,Nashville,19458797887,steven.hill@kag.com,Current,2770.59,12/10/2002,6/12/2023,3034,8/1/2023,Withdrawal,51.22,2821.81,4,3034,5441.88,Auto,1.24,48,11/18/2021,Approved,3034,MasterCard,5925.78,4214.3,210.72,3/7/2023,3/29/2023,7814,3034,12/23/2023,Praise,Resolved,1/10/2023,1
3035,Karen,Adams,28,Other,Address_3035,Jacksonville,19458797888,karen.adams@kag.com,Savings,6554.78,8/25/2009,7/4/2023,3035,9/12/2023,Withdrawal,1516.83,5037.95,72,3035,2839.04,Auto,2.98,12,6/4/2022,Rejected,3035,MasterCard,3128.56,3665.54,183.28,12/2/2023,5/2/2023,6582,3035,10/5/2023,Suggestion,Pending,10/5/2023,1
3036,Ronald,Hall,28,Male,Address_3036,Atlanta,19458797889,ronald.hall@kag.com,Savings,8251.49,1/19/2013,10/12/2023,3036,2/13/2023,Withdrawal,788.36,9039.85,59,3036,35068.45,Mortgage,5.69,36,2/1/2022,Rejected,3036,Visa,1038.97,616.03,30.8,1/25/2023,8/3/2023,9278,3036,10/28/2023,Praise,Resolved,12/4/2023,1
3037,Betty,Mitchell,44,Female,Address_3037,Washington,19458797890,betty.mitchell@kag.com,Savings,6121.21,1/31/2009,11/9/2023,3037,12/20/2023,Deposit,1768.79,4352.42,17,3037,13775.76,Mortgage,9.24,36,9/17/2021,Approved,3037,MasterCard,3505.14,1072.84,53.64,7/14/2023,10/11/2023,6334,3037,8/8/2023,Praise,Resolved,12/28/2023,1
3038,Timothy,Wilson,19,Male,Address_3038,San Jose,19458797891,timothy.wilson@kag.com,Current,9767.37,1/12/2008,7/17/2023,3038,4/3/2023,Deposit,3850.61,5916.76,22,3038,19889.56,Personal,3.39,60,9/6/2021,Approved,3038,MasterCard,8040.27,590.54,29.53,3/11/2023,7/30/2023,2120,3038,8/26/2023,Praise,Pending,11/6/2023,1
3039,William,Hernandez,64,Male,Address_3039,San Francisco,19458797892,william.hernandez@kag.com,Savings,3443.31,6/29/2021,2/24/2023,3039,9/4/2023,Withdrawal,1552.16,4995.47,38,3039,16074.02,Auto,2.92,24,2/18/2022,Rejected,3039,MasterCard,9741.14,678.42,33.92,2/15/2023,10/28/2023,6081,3039,9/13/2023,Suggestion,Pending,10/12/2023,1
3040,Brian,Adams,25,Other,Address_3040,Dallas,19458797893,brian.adams@kag.com,Current,4772.85,5/22/2010,3/12/2023,3040,9/18/2023,Transfer,2802.64,1970.21,88,3040,31127.22,Personal,9.77,36,5/22/2020,Approved,3040,MasterCard,7839.13,334.54,16.73,12/11/2023,8/1/2023,7043,3040,9/28/2023,Praise,Pending,10/3/2023,1
3041,Steven,Nguyen,51,Male,Address_3041,Las Vegas,19458797894,steven.nguyen@kag.com,Current,8230.88,9/9/2006,7/17/2023,3041,11/13/2023,Deposit,4599.03,12829.91,31,3041,8571.26,Personal,5.72,12,8/13/2021,Rejected,3041,Visa,4884.4,1830.44,91.52,4/2/2023,1/25/2023,5181,3041,3/20/2023,Complaint,Resolved,12/19/2023,-1
3042,Thomas,Brown,57,Male,Address_3042,Columbus,19458797895,thomas.brown@kag.com,Current,6848.8,8/25/2011,2/22/2023,3042,9/8/2023,Deposit,3494.48,3354.32,49,3042,36308.81,Auto,1.56,12,10/1/2020,Rejected,3042,MasterCard,8627.99,3029.33,151.47,9/17/2023,9/18/2023,4134,3042,2/27/2023,Complaint,Pending,6/20/2023,1
3043,Jennifer,Allen,37,Male,Address_3043,San Diego,19458797896,jennifer.allen@kag.com,Savings,2219.26,11/17/2006,1/14/2023,3043,8/30/2023,Transfer,2813.17,5032.43,52,3043,46321.42,Personal,3.49,12,3/12/2021,Rejected,3043,Visa,9963.4,4815.5,240.78,8/10/2023,2/9/2023,4832,3043,4/19/2023,Suggestion,Pending,7/9/2023,1
3044,Patricia,Miller,40,Male,Address_3044,Atlanta,19458797897,patricia.miller@kag.com,Current,5036.81,5/20/2018,1/21/2023,3044,12/14/2023,Transfer,4336.61,700.2,89,3044,41969.33,Mortgage,5.8,60,10/30/2021,Approved,3044,Visa,3772.18,2121.6,106.08,6/24/2023,7/9/2023,9150,3044,4/9/2023,Suggestion,Pending,5/8/2023,1
3045,Sarah,Green,32,Male,Address_3045,Denver,19458797898,sarah.green@kag.com,Savings,9762.0,9/28/2012,12/26/2023,3045,5/14/2023,Transfer,1659.91,8102.09,38,3045,45444.81,Auto,1.65,12,12/2/2021,Approved,3045,Visa,4687.81,4759.26,237.96,7/19/2023,6/28/2023,4816,3045,5/25/2023,Suggestion,Resolved,3/22/2023,1
3046,Deborah,Davis,65,Male,Address_3046,Louisville,19458797899,deborah.davis@kag.com,Savings,8643.93,3/11/2005,1/14/2023,3046,3/16/2023,Deposit,997.25,7646.68,96,3046,46916.47,Auto,7.23,48,9/21/2021,Rejected,3046,AMEX,4885.48,475.16,23.76,12/30/2023,12/9/2023,8520,3046,2/25/2023,Complaint,Pending,6/14/2023,1
